date,ewc,ewa,ige
1388,27.51,22.8,38.81
1389,28.6,24.51,40.57
1390,28.64,24.22,41
1391,27.89,23.09,39.23
1392,26.97,22.21,38
1393,27.33,22.49,39.12
1394,28.04,22.97,40.18
1395,27.7,22.86,40.15
1396,27.89,23.02,40.48
1397,28.06,23.32,40.95
1398,26.94,22.11,39.1
1399,26.96,22.48,39.57
1400,27.53,23.15,40.44
1401,27.23,22.59,39.95
1402,27.07,22.64,39.96
1403,26.93,22.13,39.43
1404,26.21,21.65,38.29
1405,26.25,21.61,38.09
1406,25.64,20.92,37.34
1407,25.66,20.93,37.12
1408,24.91,20.17,35.86
1409,24.61,20.05,35.58
1410,25.39,20.98,36.9
1411,25.79,21.24,37.43
1412,27.11,22.61,39.69
1413,27.05,22.39,39.48
1414,26.84,22.66,39.33
1415,27.06,23.04,39.71
1416,27.07,22.75,39.8
1417,27.23,22.88,39.52
1418,26.4,22.11,38.22
1419,26.76,22.5,39.11
1420,26.2,21.79,38.04
1421,25.68,21.52,37.43
1422,25.08,21.22,36.28
1423,25.09,21.24,36.12
1424,25.41,21.24,36.63
1425,25.05,20.71,35.78
1426,25.62,21.46,37.2
1427,25.86,21.47,37.56
1428,26.28,21.67,37.98
1429,26.4,21.79,38.24
1430,26.31,21.75,38.17
1431,25.9,21.11,37.32
1432,26.19,21.45,37.77
1433,26.6,21.44,37.92
1434,27.4,22.08,39.14
1435,27.35,22.34,39.31
1436,27.18,22.05,39.08
1437,26.9,21.76,38.86
1438,26.98,21.83,38.99
1439,27.33,22.25,39.5
1440,27.2,22.38,39.11
1441,27.34,22.48,38.95
1442,27.13,22.3,38.59
1443,27.29,22.48,38.76
1444,27.63,22.88,39.44
1445,27.79,22.84,39.51
1446,27.75,22.94,39.42
1447,28.24,23.02,39.89
1448,27.86,22.84,39.69
1449,28.35,23.43,40.52
1450,28.19,23.5,40.13
1451,28.26,23.6,40.26
1452,28.07,23.37,39.99
1453,28.11,23.42,39.84
1454,28.36,23.66,40.06
1455,28.46,23.67,40.35
1456,28.78,24.02,40.91
1457,28.61,23.87,41.19
1458,28.5,23.86,41.29
1459,28.51,23.9,41.15
1460,28.44,23.88,41.18
1461,28,23.27,40.68
1462,28.14,23.65,40.88
1463,28.03,23.33,40.86
1464,28.09,23.26,40.86
1465,28.48,23.37,41.55
1466,28.38,23.19,41.57
1467,28.75,23.52,41.97
1468,28.87,23.48,42.09
1469,29,23.72,42.44
1470,28.9,23.76,42.46
1471,28.85,23.8,42.27
1472,29.1,23.81,42.31
1473,29.02,23.75,41.7
1474,29.32,23.9,42.19
1475,29.05,23.72,41.61
1476,28.63,23.51,41.09
1477,27.91,22.74,40.25
1478,27.99,22.87,40.58
1479,28.48,23.2,41.02
1480,28.59,23.15,41.09
1481,28.34,22.96,40.6
1482,28.79,23.45,41.1
1483,28.32,23.18,40.46
1484,28.53,23.48,40.62
1485,28.72,23.62,41.09
1486,28.76,23.73,41.32
1487,28.53,23.22,40.68
1488,28.55,23.11,40.35
1489,28.11,22.88,39.4
1490,28.37,23.2,39.9
1491,28.87,23.56,40.21
1492,28.63,23.35,39.79
1493,28.36,23.38,39.17
1494,28.3,23.39,39.1
1495,28.34,23.51,39.42
1496,28.8,23.63,39.88
1497,28.37,23.26,39.48
1498,27.87,22.98,38.75
1499,27.71,23.12,38.46
